xi,H_median,H_lower_95,H_upper_95,n_successful_bootstrap,seed
0.6336370893805736,0.6254867605069957,0.6025562354381858,0.6507805841234124,2000,20260803
0.6368699316733317,0.6230042789327677,0.6002365860837668,0.6481389005626216,2000,20260803
0.6401027739660897,0.6205233893902959,0.597920117227401,0.6454965628734947,2000,20260803
0.6433356162588477,0.6180441656807953,0.5956068758128268,0.6428536751766492,2000,20260803
0.6465684585516057,0.6155666809783376,0.5932969082263663,0.640210341042781,2000,20260803
0.6498013008443638,0.6130910078313657,0.5909902603009206,0.6375666634889283,2000,20260803
0.6530341431371218,0.6106172181642175,0.5886869773199304,0.6349227449747963,2000,20260803
0.6562669854298798,0.6081453832786572,0.5863871040213018,0.6322786873991383,2000,20260803
0.6594998277226379,0.6056755738554156,0.5840906846012978,0.6296345920961972,2000,20260803
0.6627326700153959,0.6032078599557404,0.5817977627183976,0.6269905598322083,2000,20260803
0.6659655123081539,0.6007423110229537,0.5795083814971219,0.6243466908019577,2000,20260803
0.6691983546009119,0.5982789958840223,0.5772225835318275,0.6217030846254045,2000,20260803
0.67243119689367,0.595817982751134,0.5749404108904705,0.6190598403443602,2000,20260803
0.675664039186428,0.5933593392232872,0.5726619051183386,0.6164170564192311,2000,20260803
0.678896881479186,0.590903132287889,0.5703871072417536,0.6137748307258173,2000,20260803
0.6821297237719441,0.5884494283223635,0.5681160577717447,0.6111332605521762,2000,20260803
0.6853625660647021,0.5859982930957719,0.5658487967076934,0.6084924425955438,2000,20260803
0.6885954083574601,0.5835497917704429,0.5635853635409495,0.6058524729593183,2000,20260803
0.6918282506502181,0.5811039889036125,0.5613257972584191,0.6032134471501036,2000,20260803
0.6950610929429762,0.5786609484490782,0.5590701363461275,0.6005754600748139,2000,20260803
0.6982939352357342,0.5762207337588607,0.5568184187927534,0.5979386060378409,2000,20260803
0.7015267775284922,0.5737834075848791,0.5545706820931372,0.5953029787382792,2000,20260803
0.7047596198212502,0.5713490320806369,0.5523269632517656,0.5926686712672159,2000,20260803
0.7079924621140083,0.5689176688029203,0.5500872987862283,0.5900357761050788,2000,20260803
